filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
model_highres_0_normalized.png,9537465,"{}",138,0,"{""name"":""rect"",""x"":126,""y"":724,""width"":29,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,1,"{""name"":""rect"",""x"":81,""y"":744,""width"":27,""height"":25}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,2,"{""name"":""rect"",""x"":165,""y"":814,""width"":23,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,3,"{""name"":""rect"",""x"":132,""y"":816,""width"":25,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,4,"{""name"":""rect"",""x"":583,""y"":817,""width"":34,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,5,"{""name"":""rect"",""x"":1154,""y"":782,""width"":21,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,6,"{""name"":""rect"",""x"":1137,""y"":716,""width"":32,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,7,"{""name"":""rect"",""x"":1228,""y"":796,""width"":21,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,8,"{""name"":""rect"",""x"":1216,""y"":861,""width"":24,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,9,"{""name"":""rect"",""x"":949,""y"":599,""width"":21,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,10,"{""name"":""rect"",""x"":991,""y"":721,""width"":21,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,11,"{""name"":""rect"",""x"":1042,""y"":665,""width"":24,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,12,"{""name"":""rect"",""x"":492,""y"":921,""width"":26,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,13,"{""name"":""rect"",""x"":482,""y"":959,""width"":24,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,14,"{""name"":""rect"",""x"":303,""y"":970,""width"":28,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,15,"{""name"":""rect"",""x"":308,""y"":942,""width"":28,""height"":25}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,16,"{""name"":""rect"",""x"":337,""y"":875,""width"":24,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,17,"{""name"":""rect"",""x"":395,""y"":1011,""width"":31,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,18,"{""name"":""rect"",""x"":753,""y"":1043,""width"":23,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,19,"{""name"":""rect"",""x"":862,""y"":1016,""width"":21,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,20,"{""name"":""rect"",""x"":682,""y"":1045,""width"":23,""height"":22}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,21,"{""name"":""rect"",""x"":647,""y"":1004,""width"":26,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,22,"{""name"":""rect"",""x"":875,""y"":1038,""width"":23,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,23,"{""name"":""rect"",""x"":997,""y"":1216,""width"":22,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,24,"{""name"":""rect"",""x"":1041,""y"":1216,""width"":26,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,25,"{""name"":""rect"",""x"":1108,""y"":1141,""width"":26,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,26,"{""name"":""rect"",""x"":1171,""y"":1234,""width"":21,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,27,"{""name"":""rect"",""x"":1195,""y"":1244,""width"":19,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,28,"{""name"":""rect"",""x"":1207,""y"":1222,""width"":24,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,29,"{""name"":""rect"",""x"":1054,""y"":1311,""width"":22,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,30,"{""name"":""rect"",""x"":982,""y"":1269,""width"":24,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,31,"{""name"":""rect"",""x"":996,""y"":1346,""width"":25,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,32,"{""name"":""rect"",""x"":999,""y"":1426,""width"":24,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,33,"{""name"":""rect"",""x"":936,""y"":1417,""width"":23,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,34,"{""name"":""rect"",""x"":1082,""y"":1359,""width"":21,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,35,"{""name"":""rect"",""x"":1108,""y"":1417,""width"":18,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,36,"{""name"":""rect"",""x"":1133,""y"":1402,""width"":25,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,37,"{""name"":""rect"",""x"":1163,""y"":1382,""width"":25,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,38,"{""name"":""rect"",""x"":1050,""y"":1485,""width"":22,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,39,"{""name"":""rect"",""x"":1052,""y"":1472,""width"":31,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,40,"{""name"":""rect"",""x"":954,""y"":1492,""width"":29,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,41,"{""name"":""rect"",""x"":607,""y"":1136,""width"":39,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,42,"{""name"":""rect"",""x"":1202,""y"":1632,""width"":35,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,43,"{""name"":""rect"",""x"":1236,""y"":1675,""width"":29,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,44,"{""name"":""rect"",""x"":1332,""y"":1685,""width"":24,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,45,"{""name"":""rect"",""x"":906,""y"":2441,""width"":37,""height"":37}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,46,"{""name"":""rect"",""x"":1043,""y"":2685,""width"":39,""height"":41}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,47,"{""name"":""rect"",""x"":702,""y"":2563,""width"":36,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,48,"{""name"":""rect"",""x"":712,""y"":2511,""width"":35,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,49,"{""name"":""rect"",""x"":737,""y"":2439,""width"":35,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,50,"{""name"":""rect"",""x"":874,""y"":2784,""width"":35,""height"":34}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,51,"{""name"":""rect"",""x"":941,""y"":2896,""width"":35,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,52,"{""name"":""rect"",""x"":1059,""y"":2876,""width"":35,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,53,"{""name"":""rect"",""x"":1002,""y"":3243,""width"":36,""height"":34}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,54,"{""name"":""rect"",""x"":987,""y"":3274,""width"":36,""height"":37}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,55,"{""name"":""rect"",""x"":940,""y"":3386,""width"":31,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,56,"{""name"":""rect"",""x"":887,""y"":3461,""width"":32,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,57,"{""name"":""rect"",""x"":869,""y"":3374,""width"":31,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,58,"{""name"":""rect"",""x"":794,""y"":3504,""width"":32,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,59,"{""name"":""rect"",""x"":876,""y"":3505,""width"":33,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,60,"{""name"":""rect"",""x"":1079,""y"":3478,""width"":30,""height"":27}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,61,"{""name"":""rect"",""x"":618,""y"":3406,""width"":35,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,62,"{""name"":""rect"",""x"":648,""y"":3548,""width"":29,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,63,"{""name"":""rect"",""x"":676,""y"":3536,""width"":30,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,9537465,"{}",138,64,"{""name"":""rect"",""x"":683,""y"":3552,""width"":27,""height"":27}","{""annotator"":""A2""}"
