filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
model_highres_0_normalized.png,8863002,"{}",88,0,"{""name"":""rect"",""x"":1205,""y"":900,""width"":22,""height"":17}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,1,"{""name"":""rect"",""x"":1210,""y"":919,""width"":19,""height"":21}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,2,"{""name"":""rect"",""x"":998,""y"":856,""width"":25,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,3,"{""name"":""rect"",""x"":959,""y"":826,""width"":19,""height"":23}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,4,"{""name"":""rect"",""x"":1236,""y"":968,""width"":19,""height"":21}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,5,"{""name"":""rect"",""x"":1211,""y"":1022,""width"":19,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,6,"{""name"":""rect"",""x"":1182,""y"":1021,""width"":23,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,7,"{""name"":""rect"",""x"":943,""y"":1036,""width"":21,""height"":20}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,8,"{""name"":""rect"",""x"":892,""y"":1034,""width"":19,""height"":21}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,9,"{""name"":""rect"",""x"":835,""y"":1019,""width"":24,""height"":18}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,10,"{""name"":""rect"",""x"":712,""y"":876,""width"":20,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,11,"{""name"":""rect"",""x"":660,""y"":921,""width"":19,""height"":24}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,12,"{""name"":""rect"",""x"":620,""y"":931,""width"":21,""height"":22}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,13,"{""name"":""rect"",""x"":626,""y"":1064,""width"":22,""height"":23}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,14,"{""name"":""rect"",""x"":428,""y"":1040,""width"":25,""height"":21}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,15,"{""name"":""rect"",""x"":584,""y"":940,""width"":23,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8863002,"{}",88,16,"{""name"":""rect"",""x"":231,""y"":789,""width"":26,""height"":28}","{""annotator"":""A2""}"
