filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
model_highres_0_normalized.png,8762283,"{}",18,0,"{""name"":""rect"",""x"":1074,""y"":349,""width"":25,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,1,"{""name"":""rect"",""x"":1269,""y"":3083,""width"":28,""height"":30}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,2,"{""name"":""rect"",""x"":1223,""y"":3253,""width"":25,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,3,"{""name"":""rect"",""x"":1505,""y"":2320,""width"":26,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,4,"{""name"":""rect"",""x"":1541,""y"":1680,""width"":28,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,5,"{""name"":""rect"",""x"":1979,""y"":846,""width"":30,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,6,"{""name"":""rect"",""x"":1994,""y"":1066,""width"":23,""height"":28}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,7,"{""name"":""rect"",""x"":1570,""y"":2755,""width"":29,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,8,"{""name"":""rect"",""x"":2248,""y"":1479,""width"":32,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,9,"{""name"":""rect"",""x"":2043,""y"":951,""width"":31,""height"":31}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,10,"{""name"":""rect"",""x"":2429,""y"":665,""width"":18,""height"":17}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,11,"{""name"":""rect"",""x"":2466,""y"":655,""width"":25,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,12,"{""name"":""rect"",""x"":1948,""y"":2770,""width"":31,""height"":33}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,13,"{""name"":""rect"",""x"":2944,""y"":2683,""width"":26,""height"":29}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,14,"{""name"":""rect"",""x"":3359,""y"":2322,""width"":32,""height"":37}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,15,"{""name"":""rect"",""x"":3347,""y"":2419,""width"":35,""height"":32}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,16,"{""name"":""rect"",""x"":3325,""y"":1527,""width"":24,""height"":26}","{""annotator"":""A2""}"
model_highres_0_normalized.png,8762283,"{}",18,17,"{""name"":""rect"",""x"":3947,""y"":763,""width"":24,""height"":29}","{""annotator"":""A2""}"
