filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
model_highres_0_normalized.png,9801097,"{}",76,0,"{""name"":""rect"",""x"":1010,""y"":823,""width"":24,""height"":26}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,1,"{""name"":""rect"",""x"":1241,""y"":868,""width"":22,""height"":19}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,2,"{""name"":""rect"",""x"":1313,""y"":817,""width"":16,""height"":16}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,3,"{""name"":""rect"",""x"":1021,""y"":571,""width"":17,""height"":17}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,4,"{""name"":""rect"",""x"":963,""y"":567,""width"":19,""height"":22}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,5,"{""name"":""rect"",""x"":1055,""y"":480,""width"":21,""height"":17}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,6,"{""name"":""rect"",""x"":890,""y"":589,""width"":17,""height"":18}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,7,"{""name"":""rect"",""x"":736,""y"":947,""width"":20,""height"":14}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,8,"{""name"":""rect"",""x"":676,""y"":871,""width"":21,""height"":17}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,9,"{""name"":""rect"",""x"":971,""y"":852,""width"":18,""height"":19}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,10,"{""name"":""rect"",""x"":938,""y"":888,""width"":17,""height"":20}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,11,"{""name"":""rect"",""x"":1099,""y"":1098,""width"":14,""height"":19}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,12,"{""name"":""rect"",""x"":997,""y"":1090,""width"":16,""height"":14}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,13,"{""name"":""rect"",""x"":1215,""y"":1106,""width"":18,""height"":13}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,14,"{""name"":""rect"",""x"":763,""y"":372,""width"":18,""height"":20}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,15,"{""name"":""rect"",""x"":432,""y"":800,""width"":19,""height"":21}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,16,"{""name"":""rect"",""x"":681,""y"":671,""width"":21,""height"":20}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,17,"{""name"":""rect"",""x"":713,""y"":715,""width"":16,""height"":17}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,18,"{""name"":""rect"",""x"":974,""y"":734,""width"":23,""height"":22}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,19,"{""name"":""rect"",""x"":875,""y"":864,""width"":12,""height"":20}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,20,"{""name"":""rect"",""x"":900,""y"":957,""width"":15,""height"":17}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,21,"{""name"":""rect"",""x"":848,""y"":883,""width"":16,""height"":21}","{""annotator"":""A3""}"
model_highres_0_normalized.png,9801097,"{}",76,22,"{""name"":""rect"",""x"":902,""y"":2048,""width"":17,""height"":17}","{""annotator"":""A3""}"
